,lake_H,temp_H,rain_H,gps24_H,gps34_H,gps36_H,gps37_H
2007-06-15 09:00:00,26.688283333333256,,,0.090532989356517,,0.03125798929283994,0.032381310027285164
2007-06-15 10:00:00,26.699847457627122,6.266,0.9,0.08983479015898137,,0.029338809590567626,0.03011285266153788
2007-06-15 11:00:00,26.713639344262297,3.999,1.6,0.08886129348439345,,0.029434063403260338,0.032835038425962804
2007-06-15 12:00:00,26.731149999999957,3.9855,1.9500000000000002,0.0896208223870654,,0.02773736291285045,0.031800145964974796
2007-06-15 13:00:00,26.751322033898266,2.507,4.9,0.09383469595810749,,0.030792445999093483,0.034950867101467956
2007-06-15 14:00:00,26.774229508196676,2.347,4.9,0.09537155616135057,0.05757727102231338,0.02652657032808321,0.033697373345123766
2007-06-15 15:00:00,26.79708333333327,2.214,0.2,0.09762132563096698,0.058522633823026055,0.02279279769647126,0.036778324024550196
2007-06-15 16:00:00,26.823457627118643,,,0.10490813068450161,0.06567059542215233,0.03340427728906415,0.0446974279893779
2007-06-15 17:00:00,26.84839344262292,3.307,0.1,0.10272446010810328,0.05932246959832226,0.024772503224375568,0.03260638198015513
2007-06-15 18:00:00,26.874816666666607,4.6985,0.0,0.10958862288830194,0.06048614851428898,0.025805369647012546,0.031946928117708794
2007-06-15 19:00:00,26.89923728813552,2.707,0.0,0.1146598142471394,0.0722872793582339,0.030650992138985176,0.04484063251849755
2007-06-15 20:00:00,26.923704918032758,1.93,0.0,0.1144542167799124,0.06766784346144651,0.03164569609989552,0.04548353640476348
2007-06-15 21:00:00,26.938899999999915,,,0.10835615740927225,0.0632917502110344,0.026023858626896244,0.040693369255132526
2007-06-15 22:00:00,26.954084745762707,1.93,0.0,0.1111042536885875,0.06110102340670101,0.02523442842314227,0.04136581456844895
2007-06-15 23:00:00,26.968786885245873,1.595,0.0,0.11106131109336925,0.05848269639110268,0.022298958304200586,0.03757787297094214
2007-06-16 00:00:00,26.981949999999944,1.146,0.0,0.11168820036878542,0.06283787906963309,0.024567417139673066,0.04073985126514455
2007-06-16 01:00:00,26.993271186440616,1.017,0.0,,,,
2007-06-16 02:00:00,27.004098360655714,0.598,0.0,,,,
2007-06-16 03:00:00,27.013966666666654,0.782,0.0,,,,
2007-06-16 04:00:00,27.022627118644046,,,0.12000612939819258,,,
2007-06-16 05:00:00,27.031688524590066,-0.165,0.0,0.12014560366503657,,,
2007-06-16 06:00:00,27.039849999999962,-0.08150000000000002,0.0,0.12217679487598233,,,
2007-06-16 07:00:00,27.04710169491519,1.334,0.0,0.12264890732551516,,,
2007-06-16 08:00:00,27.05318032786884,2.138,0.0,0.12367547137686136,,,
2007-06-16 09:00:00,27.059366666666538,,,0.12773927090398318,,,
2007-06-16 10:00:00,27.06754237288132,2.185,0.0,0.12729578173290015,0.0677476157593889,0.02490538963076047,
2007-06-16 11:00:00,27.078344262295083,3.995,0.0,0.12703584180263017,0.06676556869176085,0.02326661113983143,-0.0008725903866359311
2007-06-16 12:00:00,27.091199999999944,6.452999999999999,0.0,0.12868442800026397,0.06750791052814883,0.021236689780775152,-0.0030593237399011487
2007-06-16 13:00:00,27.106322033898298,7.8,0.0,0.1340849904331791,0.07062140783525615,0.024945235028680294,-0.0011185374934356927
2007-06-16 14:00:00,27.132180327868863,8.49,0.0,0.13843335958878528,0.07081512386279738,0.027879496677364585,0.0006312724467013613
2007-06-16 15:00:00,27.161133333333296,8.36,0.0,0.14061463496749807,0.07369618761195561,0.03249952505143417,0.0026288428650486
2007-06-16 16:00:00,27.182677966101615,,,0.142989954826864,0.07424924738839227,0.029224116141076187,0.0031167346078588803
2007-06-16 17:00:00,27.206524590163912,9.0,0.0,0.14131563636691702,0.07370875752768703,0.025124205070652016,0.0023463539600580225
2007-06-16 18:00:00,27.231799999999982,8.934999999999999,0.0,0.14962225106073967,0.07582725451008973,0.033520552876067776,0.009242950848340125
2007-06-16 19:00:00,27.256033898305034,7.12,0.0,0.15210093659500554,0.08100290938813115,0.030301077335696737,0.0088592590507283
2007-06-16 20:00:00,27.280459016393408,5.733,0.0,0.15459194602567825,0.08361254887856477,0.037747046871120724,0.013894148992455762
2007-06-16 21:00:00,27.303649999999955,,,0.15387830535763874,0.08279418995913297,0.03709103488745239,0.013540874625794922
2007-06-16 22:00:00,27.326118644067773,4.852,0.0,0.15362460010812293,0.0797004944709209,0.035009977307586204,0.01176656355032966
2007-06-16 23:00:00,27.345688524590134,4.077,0.0,0.15204969879008343,0.08058587512436667,0.03704184981295428,0.0134378237070868
2007-06-17 00:00:00,27.364749999999997,3.4195,0.0,0.15478285899259356,0.07937339966532238,0.03472119205154101,0.013331937387755188
2007-06-17 01:00:00,27.381915254237256,3.542,0.0,0.1580797154850826,0.08046473125267922,0.038387543106232255,0.014220148187240466
2007-06-17 02:00:00,27.401540983606484,1.993,0.0,0.15743948005724484,0.08104129112740627,0.035053429712416435,0.01280165887379023
2007-06-17 03:00:00,27.420333333333353,1.185,0.0,0.15822544021007479,0.08068832455656229,0.033846125649905086,0.011917311426867193
2007-06-17 04:00:00,27.43905084745755,,,0.15673869235412313,0.07405937589302738,0.02551679637513917,0.006316163396494704
2007-06-17 05:00:00,27.454754098360592,1.117,0.0,0.15991461537643414,0.08170923492141259,0.03263730423063806,0.011976936960494669
2007-06-17 06:00:00,27.469283333333312,1.1495,0.0,0.1612842962224394,0.07806174885778447,0.02904059735214541,0.009795829182445811
2007-06-17 07:00:00,27.48267796610168,2.822,0.0,0.16248974564365395,0.08361891543602536,0.030852780324347323,0.011163773267077891
2007-06-17 08:00:00,27.496426229508177,5.506,0.0,0.16589621641883076,0.08602191556687096,0.03375103476165034,0.015830251837483305
2007-06-17 09:00:00,27.510399999999912,,,0.16439234138945205,0.08436270868621283,0.032015752518143384,0.010766115378732127
2007-06-17 10:00:00,27.528949152542353,6.614,0.0,0.1660502969306042,0.08545270037971345,0.036910036100142166,0.016465668355929088
2007-06-17 11:00:00,27.55131147540978,7.87,0.0,0.1656463383446285,0.0845167569831755,0.03432500443003048,0.014552455591771757
2007-06-17 12:00:00,27.57741666666665,9.295,0.0,0.17061104411616712,0.08751210849958056,0.031942036657727546,0.015395359382011944
2007-06-17 13:00:00,27.605728813559235,9.28,0.0,0.17302114982242683,0.0905957981828858,0.036066101394152665,0.017289608336203063
2007-06-17 14:00:00,27.638278688524537,10.5,0.0,0.17557556563165103,0.08574237020045375,0.029888838704282578,0.01445934538820967
2007-06-17 15:00:00,27.67016666666666,9.32,0.0,0.18398291082386245,0.09152314706567408,0.03615049445281807,0.02107266295564777
2007-06-17 16:00:00,27.703779661016934,,,0.19096447512652315,0.09655851790397,0.03860611617015276,0.023514468460092242
2007-06-17 17:00:00,27.739639344262265,7.95,0.0,0.19207172703438538,0.09158104328858713,0.034305347040592224,0.022324928117315134
2007-06-17 18:00:00,27.77764999999998,7.3195,0.0,0.2051689173899826,0.09793766628127346,0.04543929210952971,0.03716588078187096
2007-06-17 19:00:00,27.809084745762647,5.87,0.4,0.20475669906337607,0.1042047830175309,0.04521614276036192,0.035495981035375185
2007-06-17 20:00:00,27.838147540983577,4.992,0.4,0.21306223928036344,0.11088438885121783,0.05565783539474283,0.04779694740823843
2007-06-17 21:00:00,27.865499999999958,,,0.20847592776532503,0.10978299159408197,0.05090268067193991,0.041311262685163615
2007-06-17 22:00:00,27.888915254237293,5.054,0.0,0.21432074125618092,0.1120385030659474,0.05761081440122183,0.046195219065615536
2007-06-17 23:00:00,27.910295081967114,7.66,0.0,0.20813503620915644,0.10158915886919302,0.04329510237935649,0.03594231217550596
2007-06-18 00:00:00,27.928633333333277,7.74,0.0,0.20958239574208773,0.10530572958066148,0.043394489102308816,0.036371094504204685
2007-06-18 01:00:00,27.945152542372814,6.597,1.4,0.21184039353785963,,0.048115786405304,0.03811492806020218
2007-06-18 02:00:00,27.95993442622951,4.21,0.5,0.2150826434241193,,0.049196316189567366,0.042141557097531625
2007-06-18 03:00:00,27.97309999999993,5.176,0.2,0.21287504313858932,,0.046161777453887304,0.03889137783461511
2007-06-18 04:00:00,27.985338983050866,,,0.21204623171021825,,0.04179835087973213,0.034744923345042776
2007-06-18 05:00:00,27.996622950819656,5.963,0.0,0.21561002258370635,,0.04762970278582644,0.038879438638298604
2007-06-18 06:00:00,28.007166666666635,4.424,0.05,0.21830809106106946,,0.04714084217823743,0.040326720933066655
2007-06-18 07:00:00,28.015101694915217,6.31,0.0,0.21630254528836576,,0.045499505107682324,0.037022438992441606
2007-06-18 08:00:00,28.022163934426263,7.66,0.0,0.2201036692896697,,0.04778102977147848,0.03818330196075839
2007-06-18 09:00:00,28.03249999999998,,,0.22252386943294525,,0.04855033476674866,0.04044773277207941
2007-06-18 10:00:00,28.04394915254234,9.07,0.0,0.2211839343279861,,0.049219669628577205,0.03976618854585505
2007-06-18 11:00:00,28.05822950819667,10.04,0.0,0.22149502500022222,,0.04456198845977048,0.03646614660392702
2007-06-18 12:00:00,28.08041666666664,11.015,0.0,0.22541207829740845,,0.048962527202157456,0.040266363856692
2007-06-18 13:00:00,28.106101694915242,12.34,0.0,0.22787584862361762,,0.054638779284463375,0.04541155309236526
2007-06-18 14:00:00,28.136114754098358,11.2,0.0,0.22815887315689987,,0.04932511853219069,0.0408482052787461
2007-06-18 15:00:00,28.170433333333268,11.26,0.0,0.23416035638980673,,0.052966564420666745,0.04311409519520527
2007-06-18 16:00:00,28.20613559322032,,,0.24268016624719374,,0.06613973753096401,0.05660107281222461
2007-06-18 17:00:00,28.24745901639344,11.64,0.0,0.24934144375913553,,0.06686308805052842,0.057701963639192576
2007-06-18 18:00:00,28.292733333333324,10.74,0.0,0.25935772451953365,,0.06941699739227161,0.06231299209826185
2007-06-18 19:00:00,28.328101694915173,10.21,0.0,0.26062002547755764,0.13980640350160872,0.07662066147568904,0.07214132875338809
2007-06-18 20:00:00,28.362196721311445,9.03,0.0,0.26123951526810385,0.13327288844060148,0.0684661884966253,0.06735941792648825
2007-06-18 21:00:00,28.399566666666622,,,0.2604533790011375,0.13489479960418055,0.0684165351181927,0.06733880301239617
2007-06-18 22:00:00,28.435983050847433,9.34,0.0,0.2620515692373291,0.13563100417714952,0.07365928701642667,0.06593279738599042
2007-06-18 23:00:00,28.466475409836058,7.99,0.0,0.26551071680427146,0.13725667873328168,0.0708087646172818,0.06884607560852138
2007-06-19 00:00:00,28.49496666666661,7.79,0.0,0.2716631863179939,0.13917938783987466,0.07681298079644543,0.07091639009344618
2007-06-19 01:00:00,28.520118644067786,8.36,0.0,0.2717675366483215,0.1384913972605957,0.0800646430483401,0.07499888315345896
2007-06-19 02:00:00,28.543786885245883,7.8,0.0,0.26942529089345324,0.13881959930077384,0.07721284966906164,0.07322798123838357
2007-06-19 03:00:00,28.564333333333305,5.629,0.0,0.2672760631454826,0.12973869210870984,0.06397246576243956,0.06372359174784355
2007-06-19 04:00:00,28.583389830508423,,,0.26657651950962896,0.12926401427978867,0.05359899424882872,0.055368160905498565
2007-06-19 05:00:00,28.601770491803272,6.462,0.0,0.2687010284259798,0.1327286117134968,0.06255242797898707,0.06097159443279055
2007-06-19 06:00:00,28.6177,4.425,0.0,0.2723994794118456,0.1377870053768186,0.06619105694106299,0.0663341583204557
2007-06-19 07:00:00,28.631949152542315,6.69,0.0,0.26951197413702377,0.1332366619085402,0.06421888509429001,0.0640761253966927
2007-06-19 08:00:00,28.644377049180303,7.2,0.0,0.27400324572628504,0.1362600690336507,0.0663715975481267,0.06735294461972165
2007-06-19 09:00:00,28.659266666666635,,,0.274364913267797,0.13779148848800973,0.06914919686776645,0.06862736335942056
2007-06-19 10:00:00,28.678372881355877,8.46,0.0,0.27465916748653196,0.14009237863513396,0.06842564737621964,0.06904109711552658
2007-06-19 11:00:00,28.701786885245873,11.14,0.0,0.2804771345515497,0.1444987772702033,0.06988672749399265,0.07123748377273872
2007-06-19 12:00:00,28.73113333333331,12.665,0.0,0.28002845179710195,0.14055000511007515,0.06734386763806749,0.06914271873047183
2007-06-19 13:00:00,28.765627118644016,12.97,0.0,0.2847653874880163,0.1461243425650855,0.07513030822646688,0.07112054884100433
2007-06-19 14:00:00,28.808754098360602,14.82,0.0,0.28693936145429894,0.14159309514479834,0.06678100134408128,0.06755250251413193
2007-06-19 15:00:00,28.8526333333333,15.13,0.0,0.29527311564651515,0.15067911116157057,0.07208654809947987,0.07359283760392794
2007-06-19 16:00:00,28.892457627118603,,,0.2977337063333511,0.14846397248862495,0.0703185595012274,0.07339712465208595
2007-06-19 17:00:00,28.934229508196644,15.36,0.0,0.2970537635074421,0.14815341273198512,0.06964391780079103,0.07641365923407092
2007-06-19 18:00:00,28.97109999999998,13.82,0.0,0.304683032845371,0.1491765114484736,0.07013139796436789,0.07870767164152076
2007-06-19 19:00:00,29.060983050847433,13.19,0.0,0.3093971515522805,0.15875617116707366,0.07946789304375643,0.08525624674939711
2007-06-19 20:00:00,29.147524590163908,12.37,0.0,0.31915921882215825,0.1639359963207153,0.08597676013378887,0.09445110217121924
2007-06-19 21:00:00,29.12406666666662,,,0.3181839349569568,0.16394220085145453,0.08638593528940287,0.09458260011504341
2007-06-19 22:00:00,29.143830508474537,12.37,0.0,0.3192613496796176,0.1625893182323836,0.08819719314893536,0.09344337453634918
2007-06-19 23:00:00,29.17385245901641,12.15,0.0,0.3223285392195198,0.16285764613978204,0.08153812802323378,0.09326021545169669
2007-06-20 00:00:00,29.200399999999945,12.219999999999999,0.0,0.3300794019473781,0.16308961620601464,0.08856879229938237,0.09236784685073482
2007-06-20 01:00:00,29.223677966101643,11.8,0.0,0.3310323122932668,0.16598149931103234,0.09806220031722636,0.09761633565971982
2007-06-20 02:00:00,29.246081967213076,11.4,0.0,0.33465993694886303,0.16558674989539376,0.095656959319217,0.09704609622598893
2007-06-20 03:00:00,29.267999999999983,10.7,0.0,0.32515771036819363,0.16817087370529357,0.08945769979366167,0.09736505292854651
2007-06-20 04:00:00,29.287864406779644,,,0.32649951270398875,0.1659028466159207,0.08550471658510314,0.09566564979414094
2007-06-20 05:00:00,29.30583606557372,8.65,0.0,0.3291607758816096,0.16536489784274233,0.08739169444890753,0.09459944829244556
2007-06-20 06:00:00,29.319899999999993,6.777,0.0,0.3284841978448098,0.16521717015116,0.09856300974442446,0.09479552888197693
2007-06-20 07:00:00,29.33496610169488,7.35,0.0,0.32977042167851484,0.16656823362179643,0.088409772952851,0.09218169688420068
2007-06-20 08:00:00,29.35255737704912,9.33,0.0,0.33278149324052153,0.16394724826329535,0.08823902877107667,0.09165683335020118
2007-06-20 09:00:00,29.37301666666662,,,0.33169583147254966,0.16648700372638123,0.08332018798791974,0.09152894164863697
2007-06-20 10:00:00,29.408525423728776,10.46,0.0,0.33275585403358643,0.16882724786664233,0.08288333017362032,0.09422492597877188
2007-06-20 11:00:00,29.436245901639282,10.79,0.0,0.33365839431588773,0.1719433799406885,0.08873286961230899,0.09683715622674074
2007-06-20 12:00:00,29.466549999999945,14.165,0.0,0.3312658920513905,0.17370999622595235,0.08898018944374983,0.09767669391817432
2007-06-20 13:00:00,29.48818644067797,15.5,0.0,0.33365184047928037,0.1709908898368878,0.08381287965402048,0.09621326994287721
2007-06-20 14:00:00,29.521360655737652,13.65,0.0,0.3337891432736832,0.1718270238652447,0.08659481389587814,0.09696705633191018
2007-06-20 15:00:00,29.558149999999916,13.98,0.0,0.33833364982435427,0.17314016438791355,0.0887615585136257,0.09949179290180853
2007-06-20 16:00:00,29.596644067796554,,,0.3374079617075999,0.17025898559487937,0.0832098004200419,0.09748333381565809
2007-06-20 17:00:00,29.637836065573694,14.85,0.0,0.3474116726307482,0.179312697788315,0.09031871094386058,0.1052627865496852
2007-06-20 18:00:00,29.672533333333263,12.155,0.25,0.35062186490913877,0.1788630096443857,0.0859696334541427,0.10402966440981262
2007-06-20 19:00:00,29.699101694915242,5.552,5.9,0.34685838426769716,0.1806790003270349,0.08276441145929336,0.10106274567739475
2007-06-20 20:00:00,29.73470491803278,7.5,0.0,0.3485839039975358,0.18142186695076942,0.10044663585314663,0.1106829734971717
2007-06-20 21:00:00,29.76358333333331,,,0.34646653139161315,0.1783405853092999,0.08975101967438096,0.10393448067272454
2007-06-20 22:00:00,29.78710169491519,7.24,0.0,0.34760982645011734,0.17483580850791114,0.08274054457622056,0.10038619580648155
2007-06-20 23:00:00,29.80786885245896,8.94,0.0,0.3507172984531809,0.17883509181235183,0.09057741118163895,0.1053338904304777
2007-06-21 00:00:00,29.826999999999945,11.33,0.0,0.35277893582260944,0.17711462921324642,0.09283649121113129,0.10457319554527102
2007-06-21 01:00:00,29.844644067796615,11.19,0.0,0.3483049418025409,0.1703667399006041,0.08088679590303519,0.09749062249650431
2007-06-21 02:00:00,29.86014754098356,10.71,0.0,0.3521577486088425,0.1798729850725078,0.09040742102418621,0.10435682970707123
2007-06-21 03:00:00,29.874433333333293,10.22,0.0,0.3541281889797607,0.1760079223011645,0.08738715792682088,0.10385762258558623
2007-06-21 04:00:00,29.887966101694904,,,0.3566505900990688,0.17965355998074028,0.08987457726049936,0.10448546969653369
2007-06-21 05:00:00,29.900081967213087,10.99,0.0,0.3534060924039026,0.1759078785893156,0.08695451570089138,0.09942720651969887
2007-06-21 06:00:00,29.912966666666588,10.3,0.0,0.3562996702634344,0.17653863996471159,0.08342596327075416,0.09663854825811707
2007-06-21 07:00:00,29.922169491525384,10.88,0.0,0.3557234482856819,0.17849255313223492,0.08033546476646283,0.09811392652414658
2007-06-21 08:00:00,29.932524590163883,10.36,0.0,0.35690391898753826,0.17864294064689648,0.08458652929213016,0.09978983182385592
2007-06-21 09:00:00,29.94649999999997,,,0.3584938145512254,0.1778259980104359,0.08073524567114045,0.09763850939341238
2007-06-21 10:00:00,29.95867796610174,11.81,0.0,0.35742690378376873,0.17981660552051543,0.08404929284557024,0.099001077484105
2007-06-21 11:00:00,29.972180327868827,4.626,3.5,0.35911271916672194,0.1796736505522754,0.0858044186981977,0.10062099007569264
2007-06-21 12:00:00,29.987583333333305,8.565,0.25,0.3541844091894872,0.18565922992655598,0.08484503487992699,0.10465226728177089
2007-06-21 13:00:00,30.008644067796567,10.8,0.0,0.3586843134292435,0.18364883312485852,0.08133292854085032,0.1030906784696382
2007-06-21 14:00:00,30.027868852458976,11.24,0.0,0.36156263211267475,0.18104446241919553,0.07981808981139601,0.09983685964969198
2007-06-21 15:00:00,30.046666666666656,12.16,0.0,0.3645049889609087,0.18800592513713982,0.08602880935101123,0.10598432235240567
2007-06-21 16:00:00,30.063627118644042,,,0.35982659372829,0.17649896947692406,0.07713309057483236,0.09956410132023018
2007-06-21 17:00:00,30.08526229508194,12.06,0.0,0.36632385223223374,0.18654622872705562,0.08760046242086474,0.1058795472272726
2007-06-21 18:00:00,30.102116666666635,11.145,0.0,0.3747166809354626,0.19129480524519052,0.08384530637030795,0.11075154529429555
2007-06-21 19:00:00,30.121966101694877,9.21,0.0,0.37059229565220436,0.19086405401932172,0.08449140055985663,0.10546728590047486
2007-06-21 20:00:00,30.13993442622948,7.17,0.0,0.3724185893232211,0.18458887450693162,0.0827354629973521,0.10184381411739643
2007-06-21 21:00:00,30.154283333333304,,,0.36678200480412865,0.18250725798187237,0.08001169110533564,0.09987594187419466
2007-06-21 22:00:00,30.165627118644014,6.248,0.0,0.37132551930633256,0.1836186493244334,0.08054067187325903,0.10181453356888258
2007-06-21 23:00:00,30.175245901639293,5.342,0.0,0.37024856461129857,0.18259954564762226,0.0772624272883268,0.09929518775639512
2007-06-22 00:00:00,30.184166666666563,4.8795,0.0,0.37245332629385325,0.1847414073134188,0.08018013831116808,0.10161317157162056
2007-06-22 01:00:00,30.19150847457624,4.585,0.0,0.3726102776922922,0.1838003959727143,0.07655848335494726,0.10013246888786777
2007-06-22 02:00:00,30.198901639344236,3.84,0.0,0.3768676467903857,0.18550112367167923,0.08066858069874702,0.1021121277999964
2007-06-22 03:00:00,30.204899999999984,6.069,0.0,0.3771491024352595,0.18439398004654164,0.07933959196456832,0.10037686430842342
2007-06-22 04:00:00,30.211152542372822,,,0.37895827556500494,0.18522819034976032,0.077571140470696,0.101100126150545
2007-06-22 05:00:00,30.216098360655785,8.08,0.0,0.37981562119343915,0.18609747727513887,0.07875696461380527,0.10059924515883978
2007-06-22 06:00:00,30.22131666666647,7.57,0.0,0.38192023865093117,0.1877764304801503,0.08141329468494668,0.10572165811241328
2007-06-22 07:00:00,30.225372881355955,6.272,0.0,0.38274382697080717,0.18835983300981265,0.0803671267754629,0.1027005404907228
2007-06-22 08:00:00,30.230442622950726,7.73,0.0,0.3887643304188749,0.19131126131714035,0.08440014774518302,0.10721847803007645
2007-06-22 09:00:00,30.23403333333334,,,0.3881573554178211,0.19119852344582383,0.08129476042627126,0.10475271806858957
2007-06-22 10:00:00,30.242406779660964,5.869,0.1,0.38506408138028936,0.18874619653558533,0.07892369240679296,0.10186029465394993
2007-06-22 11:00:00,30.252639344262267,4.909,0.6,0.38631663234505687,0.18834287002769787,0.07810208575342746,0.10105996919774907
2007-06-22 12:00:00,30.26754999999999,7.855,0.0,0.3874787688761145,0.19274920026136758,0.07885932094857813,0.10249444834629387
2007-06-22 13:00:00,30.28754237288129,9.13,0.0,0.3945611563844736,0.19414331889510705,0.08114680615924605,0.10434462967738478
2007-06-22 14:00:00,30.310065573770444,8.34,0.0,0.39702176407624507,0.19527753056175085,0.08152121773918933,0.10581354395771202
2007-06-22 15:00:00,30.33528333333327,9.22,0.0,0.4030637980158031,0.20012534886260808,0.08479688521663031,0.10956422647848521
2007-06-22 16:00:00,30.361610169491534,,,0.39803807908246003,0.19655560877868508,0.08053002339763783,0.10865350669984389
2007-06-22 17:00:00,30.389344262295037,9.26,0.0,0.40831955407754456,0.1993858750682383,0.0831204759437963,0.11073676402971876
2007-06-22 18:00:00,30.415449999999943,8.719999999999999,0.0,0.41844486338560855,0.20182289257178845,0.08527112496038779,0.11617569499221082
2007-06-22 19:00:00,30.439067796610097,7.49,0.0,0.4167356010687073,0.20590043716115367,0.08790520681735098,0.11821048324357972
2007-06-22 20:00:00,30.462885245901646,6.509,0.0,0.4190963485220926,0.20349357543305605,0.08856991622753457,0.1177057990010265
2007-06-22 21:00:00,30.481333333333275,,,0.4165861744410322,0.20248964425726484,0.08770314799046731,0.11922030979126078
2007-06-22 22:00:00,30.496983050847412,4.496,0.0,0.4208287393041253,0.20448147028401695,0.09059651289543445,0.12166161703147113
2007-06-22 23:00:00,30.51055737704916,4.302,0.0,0.4199891412694331,0.204309312633435,0.0855714221293949,0.11836877201849959
2007-06-23 00:00:00,30.52233333333333,3.1740000000000004,0.0,0.4229587522464791,0.20486337356766202,0.08675490145506307,0.12078287904367692
2007-06-23 01:00:00,30.531813559321932,1.592,0.0,,0.20709975455249133,0.09110198951782679,
2007-06-23 02:00:00,30.541475409835986,1.427,0.0,,0.20753554778504144,0.08649255786120212,
2007-06-23 03:00:00,30.54966666666662,0.824,0.0,,0.21408983161796685,0.08924980620561071,
2007-06-23 04:00:00,30.557169491525386,,,,0.20829111853576632,0.0852819573554278,0.12357597293481598
2007-06-23 05:00:00,30.5634262295082,0.736,0.0,,0.20970864125280417,0.0917583844192335,0.12516945579823627
2007-06-23 06:00:00,30.56899999999998,0.5255,0.0,0.42997152292303953,0.2129250954444299,0.09247436595517965,0.1275522313107518
2007-06-23 07:00:00,30.574271186440626,1.23,0.0,0.43224485552922237,0.21475675561494634,0.09273828938697559,0.1272914301784571
2007-06-23 08:00:00,30.579508196721303,2.262,0.0,0.43099534640144216,0.2111679463973858,0.09297569215898896,0.12663121127628046
2007-06-23 09:00:00,30.584749999999946,,,0.43475268363018443,0.21797125054649955,0.09596783535729302,0.13255386815955128
2007-06-23 10:00:00,30.59320338983046,2.978,0.0,0.42709187879303084,0.21571286191989206,0.09404294738196614,0.12950675569543876
2007-06-23 11:00:00,30.606999999999978,4.379,0.0,0.43185253109273347,0.21996904241708717,0.09857599819775999,0.13235690571708514
2007-06-23 12:00:00,30.627666666666663,6.8385,0.0,0.42790694428374076,0.21627405064791205,0.09320820483127686,0.12670103729000984
